Question_ID,Preamble,Question,Type,Question_Parent,Parent_Value,,Likert Scale
5_b_l,Please tell us about your experience In relation to understanding feedback in the form of audio comments:,I found the comments did not have enough information in them to help me understand what my coordinator was saying,likeit_optional,5,Yes,,A
5_b_m,Please tell us about your experience In relation to understanding feedback in the form of audio comments:,I found the comments had too much detail in them,likeit_optional,5,Yes,,A
5_b_n,Please tell us about your experience In relation to understanding feedback in the form of audio comments:,I found the audio comments helped me to improve my grading of student assessment,likeit_optional,5,Yes,,A
5_b_o,Please tell us about your experience In relation to understanding feedback in the form of audio comments:,I found the audio comments helped me to improve the feedback that I give to students,likeit_optional,5,Yes,,A
5_c,,Please explain your answers and add any other comments you might have about your experience with receiving feedback in the form of audio comments.,text,5,Yes,,
6,,Did you receive feedback in the form of typed comments?,boolean,,,,
6_a_a,Please tell us about your experience in relation to the format of that feedback:,I was able to read the type comments easily,likeit_optional,6,Yes,,A
6_a_b,Please tell us about your experience in relation to the format of that feedback:,It was easy to tell what part of my marking the typed comments related to,likeit_optional,6,Yes,,A
6_a_c,Please tell us about your experience in relation to the format of that feedback:,I found it difficult to read the typed comments,likeit_optional,6,Yes,,A
6_b_a,Please tell us about your experience In relation to understanding feedback in the form of typed comments:,I found the typed comments easy to understand what my coordinator meant,likeit_optional,6,Yes,,A
6_b_b,Please tell us about your experience In relation to understanding feedback in the form of typed comments:,I found the typed comments helped me understand the standards for each criterion,likeit_optional,6,Yes,,A
6_b_c,Please tell us about your experience In relation to understanding feedback in the form of typed comments:,I found the typed comments helped me implement the shared understanding of the standards for each criterion,likeit_optional,6,Yes,,A
6_b_d,Please tell us about your experience In relation to understanding feedback in the form of typed comments:,I found the typed comments helped me understand where I needed to make changes in the feedback I had provided to students,likeit_optional,6,Yes,,A
6_b_e,Please tell us about your experience In relation to understanding feedback in the form of typed comments:,I found the typed comments helped me understand where I needed to make changes in the mark I had given to students,likeit_optional,6,Yes,,A
6_b_f,Please tell us about your experience In relation to understanding feedback in the form of typed comments:,I found it difficult to remember what my coordinator had said in the typed comments,likeit_optional,6,Yes,,A
6_b_g,Please tell us about your experience In relation to understanding feedback in the form of typed comments:,I found it difficult to understand what my coordinator meant in the typed comments,likeit_optional,6,Yes,,A
6_b_h,Please tell us about your experience In relation to understanding feedback in the form of typed comments:,I did not find the typed comments useful,likeit_optional,6,Yes,,A
6_b_i,Please tell us about your experience In relation to understanding feedback in the form of typed comments:,I found the comments got straight to the point,likeit_optional,6,Yes,,A
6_b_j,Please tell us about your experience In relation to understanding feedback in the form of typed comments:,I found the comments had enough detail so that I could understand what my coordinator was saying,likeit_optional,6,Yes,,A
6_b_k,Please tell us about your experience In relation to understanding feedback in the form of typed comments:,I found the comments to be too long,likeit_optional,6,Yes,,A
6_b_l,Please tell us about your experience In relation to understanding feedback in the form of typed comments:,I found the comments did not have enough information in them to help me understand what my coordinator was saying,likeit_optional,6,Yes,,A
6_b_m,Please tell us about your experience In relation to understanding feedback in the form of typed comments:,I found the comments had too much detail in them,likeit_optional,6,Yes,,A
6_b_n,Please tell us about your experience In relation to understanding feedback in the form of typed comments:,I found the typed comments helped me to improve my grading of student assessment,likeit_optional,6,Yes,,A
6_b_o,Please tell us about your experience In relation to understanding feedback in the form of typed comments:,I found the typed comments helped me to improve the feedback that I give to students,likeit_optional,6,Yes,,A
7,,Did your coordinator use highlighting?,boolean,,,,
7_a_a,Please tell us about your experience in relation to your coordinator's use of highlighting:,I was able to read the handwritten comments/drawings easily,likeit_optional,7,Yes,,A
7_a_b,Please tell us about your experience in relation to your coordinator's use of highlighting:,I was easily able to read the words that had been highlighted,likeit_optional,7,Yes,,A
7_a_c,Please tell us about your experience in relation to your coordinator's use of highlighting:,I found the highlighting to be distracting,likeit_optional,7,Yes,,A
7_b,,Please explain your answers and add any other comments you might have about your experience with highlighting.,text,7,Yes,,
8,,Did you receive feedback in the form of handwritten comments or drawings?,boolean,,,,
8_a_a,Please tell us about your experience in relation to the format of that feedback:,I was able to read the type comments easily,likeit_optional,8,Yes,,A
8_a_b,Please tell us about your experience in relation to the format of that feedback:,It was easy to tell what part of my marking the handwritten comments/drawings related to,likeit_optional,8,Yes,,A
8_a_c,Please tell us about your experience in relation to the format of that feedback:,I found it difficult to read the handwritten comments/drawings,likeit_optional,8,Yes,,A
8_b_a,Please tell us about your experience In relation to understanding feedback in the form of handwritten comments/drawings:,I found the handwritten comments/drawings easy to understand what my coordinator meant,likeit_optional,8,Yes,,A
8_b_b,Please tell us about your experience In relation to understanding feedback in the form of handwritten comments/drawings:,I found the handwritten comments/drawings helped me understand the standards for each criterion,likeit_optional,8,Yes,,A
8_b_c,Please tell us about your experience In relation to understanding feedback in the form of handwritten comments/drawings:,I found the handwritten comments/drawings helped me implement the shared understanding of the standards for each criterion,likeit_optional,8,Yes,,A
8_b_d,Please tell us about your experience In relation to understanding feedback in the form of handwritten comments/drawings:,I found the handwritten comments/drawings helped me understand where I needed to make changes in the feedback I had provided to students,likeit_optional,8,Yes,,A
8_b_e,Please tell us about your experience In relation to understanding feedback in the form of handwritten comments/drawings:,I found the handwritten comments/drawings helped me understand where I needed to make changes in the mark I had given to students,likeit_optional,8,Yes,,A
8_b_f,Please tell us about your experience In relation to understanding feedback in the form of handwritten comments/drawings:,I found it difficult to remember what my coordinator had said in the handwritten comments/drawings,likeit_optional,8,Yes,,A
8_b_g,Please tell us about your experience In relation to understanding feedback in the form of handwritten comments/drawings:,I found it difficult to understand what my coordinator meant in the handwritten comments/drawings,likeit_optional,8,Yes,,A
8_b_h,Please tell us about your experience In relation to understanding feedback in the form of handwritten comments/drawings:,I did not find the handwritten comments/drawings useful,likeit_optional,8,Yes,,A
8_b_i,Please tell us about your experience In relation to understanding feedback in the form of handwritten comments/drawings:,I found the comments got straight to the point,likeit_optional,8,Yes,,A
8_b_j,Please tell us about your experience In relation to understanding feedback in the form of handwritten comments/drawings:,I found the comments had enough detail so that I could understand what my coordinator was saying,likeit_optional,8,Yes,,A
8_b_k,Please tell us about your experience In relation to understanding feedback in the form of handwritten comments/drawings:,I found the comments to be too long,likeit_optional,8,Yes,,A
8_b_l,Please tell us about your experience In relation to understanding feedback in the form of handwritten comments/drawings:,I found the comments did not have enough information in them to help me understand what my coordinator was saying,likeit_optional,8,Yes,,A
8_b_m,Please tell us about your experience In relation to understanding feedback in the form of handwritten comments/drawings:,I found the comments had too much detail in them,likeit_optional,8,Yes,,A
8_b_n,Please tell us about your experience In relation to understanding feedback in the form of handwritten comments/drawings:,I found the handwritten comments/drawings helped me to improve my grading of student assessment,likeit_optional,8,Yes,,A
8_b_o,Please tell us about your experience In relation to understanding feedback in the form of handwritten comments/drawings:,I found the handwritten comments/drawings helped me to improve the feedback that I give to students,likeit_optional,8,Yes,,A
9,,How confident do you feel that your marking is consistent with your coordinator's?,likeit_optional,,,,B
10,,How confident do you feel that your feedback is consistent with the feedback provided by your coordinator?,likeit_optional,,,,B
11_a_a,Please tell us about your experience in relation to the feedback you received:,The feedback helped me understand the standards for each criterion,likeit_optional,,,,A
11_a_b,Please tell us about your experience in relation to the feedback you received:,The feedback helped my implement the shared understanding of the standards for each criterion,likeit_optional,,,,A
11_a_c,Please tell us about your experience in relation to the feedback you received:,The feedback helped me calibrate my marking to what was expected,likeit_optional,,,,A
11_a_d,Please tell us about your experience in relation to the feedback you received:,The feedback helped me recalibrate my marking to this class,likeit_optional,,,,A
11_a_e,Please tell us about your experience in relation to the feedback you received:,The feedback confused me,likeit_optional,,,,A
11_b,,Please explain why you gave these rankings.,text,,,,
12,,Did you receive feedback that used more than one colour?,boolean,,,,
12_a_a,Please tell us about your experience receiving feedback in more than one colour:,The use of different colours was useful,likeit_optional,12,Yes,,A
12_a_b,Please tell us about your experience receiving feedback in more than one colour:,The use of different colours helped me understand the nature of the feedback,likeit_optional,12,Yes,,A
12_a_c,Please tell us about your experience receiving feedback in more than one colour:,The use of different colours helped me identify important feedback,likeit_optional,12,Yes,,A
12_b,,How do you think different colours should be used in providing feedback?,text,12,Yes,,A
13,,Please add any further comments or feedback that you would like to provide,text,12,Yes,,A
